Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2002-01-22,5.44127,5.63375,5.37547,5.63375,2569872.3542454
2002-01-23,5.65129,5.65129,5.47187,5.50696,1128892.3404898
2002-01-24,5.52001,5.58579,5.45871,5.47187,637425.18768871
2002-01-25,5.47187,5.56806,5.29683,5.35804,1051838.3046091
2002-01-28,5.45871,5.45871,5.23105,5.23105,1501011.2763511
2002-01-29,5.1827,5.26175,5.1827,5.24421,1221710.4567023
2002-01-30,5.16535,5.23105,5.06907,5.16535,856180.77845263
2002-01-31,5.23105,5.26175,5.14792,5.24421,678180.61661217
2002-02-01,5.37547,5.47187,5.30999,5.34498,1381502.5760597
2002-02-04,5.21359,5.42373,5.21359,5.42373,792991.24545467
2002-02-05,5.30999,5.40608,5.27919,5.27919,976688.0418205
2002-02-06,5.29683,5.39302,5.23105,5.32743,1304572.3116527
2002-02-07,5.24421,5.27919,5.08222,5.16535,876103.79008491
2002-02-08,5.08222,5.19596,5.03417,5.06907,1195473.0020867
2002-02-11,5.16535,5.16535,4.98584,5.03417,410993.66773004
2002-02-12,5.05173,5.09977,4.92034,4.92034,318534.27900928
2002-02-13,4.88965,4.93769,4.82395,4.93769,783403.1518814
2002-02-14,4.98584,5.06907,4.92034,4.97268,1103137.3848397
2002-02-15,4.93769,5.13495,4.93769,5.08222,1502887.7777626
2002-02-18,5.08222,5.13495,5.05173,5.06907,420075.13738952
2002-02-19,5.03417,5.03417,4.95523,5.02101,851212.0880187
2002-02-20,4.98584,5.02101,4.92034,5.02101,604141.15035505
2002-02-21,5.06907,5.08222,4.90708,4.93769,903071.2866136
2002-02-22,4.90708,4.97268,4.8722,4.88965,934895.2401212
2002-02-25,4.8722,4.90708,4.84159,4.88965,1589199.5003163
2002-02-26,4.98584,4.98584,4.90708,4.90708,2566585.0678152
2002-02-27,4.93769,5.05173,4.92034,4.97268,2247977.3650503
2002-02-28,4.98584,4.98584,4.84159,4.85904,1232041.1791182
2002-03-01,4.8108,4.85904,4.77582,4.82395,529026.55053349
2002-03-04,4.92034,4.93769,4.90708,4.92034,1533852.6733294
2002-03-05,4.93769,4.98584,4.77582,4.84159,1799592.125315
2002-03-06,4.82395,4.84159,4.59647,4.64892,1573519.3328481
2002-03-07,4.64892,4.66197,4.37301,4.5001,3661078.3787967
2002-03-08,4.5349,4.58323,4.5001,4.5001,2291019.419506
2002-03-11,4.54814,4.58323,4.48684,4.54814,1651479.6276554
2002-03-12,4.54814,4.59647,4.48684,4.51735,1599474.63046
2002-03-13,4.5349,4.58323,4.5001,4.58323,1277496.7773121
2002-03-14,4.61403,4.64892,4.56568,4.58323,553041.36317543
2002-03-15,4.56568,4.59647,4.51735,4.54814,282509.43776938
2002-03-18,4.56568,4.56568,4.48684,4.5349,479631.24339506
2002-03-19,4.5349,4.58323,4.46958,4.54814,1249291.5660459
2002-03-20,4.51735,4.67962,4.51735,4.67962,754434.33355665
2002-03-21,4.69716,4.71002,4.61403,4.64892,823010.02348479
2002-03-22,4.66197,4.77582,4.64892,4.74521,2016900.2191824
2002-03-25,4.75826,4.75826,4.66197,4.69716,619743.69842445
2002-03-26,4.66197,4.67962,4.59647,4.66197,580105.35949722
2002-03-27,4.67962,4.79325,4.67962,4.74521,917725.6193247
2002-03-28,4.77582,4.82395,4.77582,4.77582,597322.18127948
2002-04-02,4.82395,4.84159,4.75826,4.75826,526247.98583864
2002-04-03,4.74521,4.79325,4.74521,4.77582,1373070.382182
2002-04-04,4.79325,4.8108,4.61403,4.61403,2952296.8386635
2002-04-05,4.58323,4.64892,4.5001,4.64892,1394544.7328795
2002-04-08,4.64892,4.64892,4.42125,4.46958,1900084.0729007
2002-04-09,4.5349,4.56568,4.48684,4.56568,1357755.2356703
2002-04-10,4.58323,4.63138,4.5349,4.59647,1255382.59103
2002-04-11,4.59647,4.59647,4.42125,4.46958,1977998.215633
2002-04-12,4.5001,4.5001,4.30733,4.33812,1404653.0862069
2002-04-15,4.30733,4.37301,4.27692,4.33812,685338.38387439
2002-04-16,4.33812,4.40391,4.30733,4.37301,856106.30578622
2002-04-17,4.42125,4.42125,4.25928,4.25928,614554.73672366
2002-04-18,4.28988,4.30733,4.03181,4.11036,1677164.3062823
2002-04-19,4.07975,4.0974,3.95276,4.0011,1486482.8129353
2002-04-22,4.01416,4.128,4.01416,4.0974,1026493.4730796
2002-04-23,4.14544,4.17614,4.0974,4.11036,532298.10330179
2002-04-24,4.11036,4.14544,4.11036,4.11036,352006.07137516
2002-04-25,4.0974,4.27692,4.04916,4.27692,903719.51348465
2002-04-26,4.27692,4.45185,4.25928,4.38617,4457189.0849545
2002-04-29,4.42125,4.42125,4.27692,4.33812,398529.46075803
2002-04-30,4.37301,4.37301,4.19378,4.19378,482863.98646396
2002-05-02,4.16298,4.25928,4.128,4.21122,533764.48059261
2002-05-06,4.21122,4.24183,4.16298,4.21122,354732.19053028
2002-05-07,4.21122,4.27692,4.16298,4.17614,1061352.9744267
2002-05-08,4.21122,4.28988,4.17614,4.25928,1270911.7153438
2002-05-09,4.28988,4.32496,4.24183,4.25928,1511463.6724191
2002-05-10,4.27692,4.28988,4.22429,4.27692,504321.55458871
2002-05-13,4.19378,4.19378,4.07975,4.07975,807962.34922573
2002-05-14,3.82159,4.07975,3.75589,3.98356,1532195.394274
2002-05-15,3.98356,4.03181,3.95276,4.01416,309826.22159266
2002-05-16,4.0011,4.32496,4.0011,4.32496,1279289.3658601
2002-05-17,4.51735,4.51735,4.40391,4.40391,4334720.3584008
2002-05-20,4.46958,4.46958,4.37301,4.37301,301750.65738518
2002-05-21,4.32496,4.56568,4.32496,4.5349,1133746.6996471
2002-05-22,4.5001,4.51735,4.46958,4.48684,840714.58878653
2002-05-23,4.42125,4.48684,4.42125,4.43442,425215.84919377
2002-05-24,4.5001,4.5349,4.43442,4.5349,586328.54724147
2002-05-27,4.48684,4.59647,4.46958,4.46958,389879.09343511
2002-05-28,4.48684,4.63138,4.48684,4.54814,1424777.4887117
2002-05-29,4.58323,4.59647,4.56568,4.59647,633164.51204112
2002-05-31,4.59647,4.63138,4.5001,4.58323,1512126.5840413
2002-06-03,4.54814,4.63138,4.54814,4.59647,397730.19073256
2002-06-04,4.59647,4.61403,4.43442,4.45185,567838.34775459
2002-06-05,4.46958,4.56568,4.45185,4.56568,336246.18668658
2002-06-06,4.56568,4.77582,4.56568,4.69716,2083982.2601391
2002-06-07,4.63138,4.72757,4.59647,4.69716,565045.09830862
2002-06-10,4.71002,4.72757,4.64892,4.67962,988305.77778129
2002-06-11,4.71002,4.75826,4.67962,4.71002,1789736.5594892
2002-06-12,4.71002,4.8108,4.67962,4.79325,1460788.6941113
2002-06-13,4.79325,4.92034,4.79325,4.8722,750098.13633185
2002-06-14,4.85904,4.88965,4.69716,4.69716,869017.34875672
2002-06-17,4.74521,4.75826,4.66197,4.69716,302414.61791815
2002-06-18,4.69716,4.79325,4.66197,4.66197,578856.10674087
2002-06-19,4.58323,4.66197,4.5349,4.54814,1032479.6069843
2002-06-20,4.5349,4.56568,4.5001,4.5001,607737.86546967
2002-06-21,4.45185,4.66197,4.43442,4.63138,870787.91017797
2002-06-24,4.63138,4.66197,4.5001,4.51735,452767.58903504
2002-06-25,4.5349,4.58323,4.46958,4.5349,729089.50202718
2002-06-26,4.38617,4.43442,4.32496,4.37301,1819554.9955575
2002-06-27,4.40391,4.45185,4.40391,4.43442,1124596.0018752
2002-06-28,4.43442,4.46958,4.27692,4.27692,876380.70253468
2002-07-01,4.24183,4.38617,4.24183,4.32496,396496.67163813
2002-07-02,4.27692,4.32496,4.17614,4.17614,1561390.7773304
2002-07-03,4.07975,4.24183,4.04916,4.21122,1200371.4154974
2002-07-04,4.33812,4.38617,4.24183,4.28988,569100.18744047
2002-07-05,4.35547,4.45185,4.30733,4.42125,1242111.7716569
2002-07-08,4.48684,4.51735,4.42125,4.46958,555366.79840702
2002-07-09,4.54814,4.66197,4.5349,4.64892,544002.89885852
2002-07-10,4.66197,4.71002,4.48684,4.54814,777230.31185529
2002-07-11,4.5001,4.5001,4.42125,4.46958,908924.20884737
2002-07-12,4.5349,4.56568,4.5001,4.5001,451283.3802607
2002-07-15,4.43442,4.5001,4.43442,4.46958,384157.28505067
2002-07-16,4.5001,4.58323,4.37301,4.45185,801569.23793275
2002-07-17,4.46958,4.5349,4.32496,4.40391,1635273.9558791
2002-07-18,4.37301,4.37301,4.0974,4.128,3580031.139521
2002-07-19,4.04916,4.04916,3.79089,3.88709,2939317.6164913
2002-07-22,3.82159,3.82159,3.59383,3.629,3991488.4258223
2002-07-23,3.69021,3.7254,3.46703,3.7254,973385.02172837
2002-07-24,3.65961,3.73845,3.52823,3.65961,1060121.5531539
2002-07-25,3.77334,3.8521,3.65961,3.67705,1880278.5392774
2002-07-26,3.70765,3.79089,3.56322,3.79089,873537.10537057
2002-07-29,3.79089,3.83912,3.69021,3.75589,591388.49291453
2002-07-30,3.77334,3.77334,3.44939,3.56322,1995005.2552564
2002-07-31,3.56322,3.75589,3.56322,3.629,1345090.6867366
2002-08-01,3.64197,3.70765,3.61146,3.61146,566999.21911892
2002-08-02,3.59383,3.65961,3.57638,3.64197,676663.89160321
2002-08-05,3.59383,3.629,3.51508,3.54577,612212.51891936
2002-08-06,3.52823,3.56322,3.49753,3.54577,1098940.6927506
2002-08-07,3.61146,3.61146,3.48019,3.48019,1137751.4410609
2002-08-08,3.52823,3.56322,3.51508,3.52823,407507.08824885
2002-08-09,3.56322,3.69021,3.56322,3.61146,534558.50606411
2002-08-12,3.61146,3.65961,3.59383,3.64197,310000.34078456
2002-08-13,3.70765,3.70765,3.65961,3.70765,564231.14353202
2002-08-14,3.67705,3.67705,3.61146,3.629,295117.34552025
2002-08-16,3.67705,3.69021,3.56322,3.56322,535167.92323576
2002-08-19,3.59383,3.629,3.52823,3.52823,205986.15075069
2002-08-20,3.56322,3.57638,3.40134,3.40134,452077.4057322
2002-08-21,3.40134,3.51508,3.36626,3.48019,3351105.3096928
2002-08-22,3.59383,3.65961,3.52823,3.54577,3886452.5966745
2002-08-23,3.56322,3.61146,3.52823,3.54577,1336549.4061363
2002-08-26,3.56322,3.61146,3.49753,3.54577,804640.44873929
2002-08-27,3.56322,3.79089,3.56322,3.69021,3306572.7529981
2002-08-28,3.65961,3.70765,3.51508,3.51508,2998607.299155
2002-08-29,3.49753,3.64197,3.46703,3.49753,2172735.8470226
2002-08-30,3.54577,3.57638,3.51508,3.56322,662850.78534936
2002-09-02,3.57638,3.61146,3.54577,3.56322,507004.66840125
2002-09-03,3.49753,3.49753,3.4144,3.43194,1533385.9080258
2002-09-04,3.43194,3.52823,3.38379,3.48019,1634541.8161445
2002-09-05,3.51508,3.51508,3.40134,3.40134,532828.85216385
2002-09-06,3.44939,3.46703,3.38379,3.43194,772450.42536438
2002-09-09,3.44939,3.46703,3.43194,3.46703,442338.26900451
2002-09-10,3.49753,3.65961,3.49753,3.65961,1839541.9907483
2002-09-11,3.69021,3.8521,3.64197,3.80395,2076153.1899683
2002-09-12,3.73845,3.77334,3.65961,3.69021,1197732.3559382
2002-09-13,3.61146,3.70765,3.59383,3.67705,526652.86540535
2002-09-16,3.65961,3.79089,3.65961,3.77334,688093.87253176
2002-09-17,3.86973,3.95276,3.75589,3.75589,3978537.5242416
2002-09-18,3.69021,3.73845,3.629,3.67705,1649977.5873975
2002-09-19,3.69021,3.75589,3.64197,3.67705,838082.87160293
2002-09-20,3.7254,3.82159,3.69021,3.80395,1564074.9400537
2002-09-23,3.83912,3.83912,3.70765,3.7254,302559.3676078
2002-09-24,3.70765,3.70765,3.57638,3.61146,868471.91514354
2002-09-25,3.61146,3.80395,3.59383,3.75589,1824824.7233895
2002-09-26,3.77334,3.77334,3.629,3.70765,684273.73941789
2002-09-27,3.70765,3.75589,3.64197,3.73845,605477.46270735
2002-09-30,3.64197,3.7254,3.61146,3.64197,1153882.6401707
2002-10-01,3.64197,3.69021,3.51508,3.52823,1331021.6462488
2002-10-02,3.61146,3.629,3.49753,3.49753,663981.51118592
2002-10-03,3.52823,3.52823,3.44939,3.52823,976950.26951915
2002-10-04,3.52823,3.61146,3.49753,3.51508,1229841.6131819
2002-10-07,3.48019,3.48019,3.40134,3.4144,939077.2474592
2002-10-08,3.44939,3.48019,3.4144,3.43194,462393.44339691
2002-10-09,3.46703,3.49753,3.43194,3.44939,1669957.2402127
2002-10-10,3.49753,3.52823,3.44939,3.51508,2290215.9538373
2002-10-11,3.59383,3.65961,3.59383,3.61146,4084749.1823901
2002-10-14,3.61146,3.65961,3.57638,3.65961,1196899.5207673
2002-10-15,3.7254,3.77334,3.70765,3.73845,1942547.1285977
2002-10-16,3.7254,3.79089,3.61146,3.61146,1412406.6348004
2002-10-17,3.64197,3.67705,3.59383,3.65961,955344.80497236
2002-10-18,3.69021,3.79089,3.67705,3.79089,3062158.7063771
2002-10-21,3.75589,3.79089,3.69021,3.69021,1133323.9885969
2002-10-22,3.7254,3.75589,3.67705,3.73845,797236.18744034
2002-10-23,3.75589,3.75589,3.65961,3.7254,1357886.3495197
2002-10-24,3.7254,3.73845,3.69021,3.7254,1019993.3728856
2002-10-25,3.7254,3.7254,3.67705,3.69021,914910.34275204
2002-10-28,3.73845,3.88709,3.7254,3.88709,2294318.2439549
2002-10-29,3.86973,4.0011,3.8521,3.90033,2821837.5096766
2002-10-30,3.90033,3.95276,3.8521,3.88709,2192398.7287778
2002-10-31,3.90033,4.01416,3.90033,3.96592,2058089.8971749
2002-11-04,4.04916,4.11036,4.01416,4.04916,947492.65876412
2002-11-05,4.04916,4.06222,3.91778,3.95276,1094362.1971322
2002-11-06,3.96592,4.0011,3.90033,3.90033,1226764.1089106
2002-11-07,3.91778,4.01416,3.91778,3.96592,2016972.5940273
2002-11-08,3.96592,4.0011,3.95276,4.0011,1070812.0519723
2002-11-12,3.98356,4.03181,3.95276,4.0011,657742.58977975
2002-11-13,3.96592,4.01416,3.91778,4.01416,844793.80286666
2002-11-14,4.01416,4.16298,4.01416,4.128,3530041.0999621
2002-11-15,4.14544,4.19378,4.06222,4.06222,1056460.8544808
2002-11-18,4.06222,4.11036,4.04916,4.04916,255552.43034864
2002-11-19,4.04916,4.11036,4.01416,4.0974,339779.96715352
2002-11-20,4.11036,4.128,4.06222,4.0974,347434.91813238
2002-11-21,4.128,4.32496,4.11036,4.30733,3251536.4036064
2002-11-22,4.40391,4.43442,4.33812,4.38617,2499394.9890467
2002-11-25,4.40391,4.61403,4.33812,4.61403,2801552.6238202
2002-11-26,4.58323,4.63138,4.46958,4.5349,1744919.7479691
2002-11-27,4.48684,4.66197,4.46958,4.59647,1654711.3218135
2002-11-28,4.64892,4.71002,4.63138,4.66197,1318349.7549395
2002-11-29,4.69716,4.69716,4.54814,4.56568,1531167.4616953
2002-12-02,4.5349,4.74521,4.5349,4.66197,1195595.7246496
2002-12-03,4.64892,4.72757,4.63138,4.69716,1848930.7912706
2002-12-04,4.64892,4.71002,4.59647,4.59647,1346479.4446286
2002-12-05,4.61403,4.66197,4.61403,4.61403,738143.70000601
2002-12-06,4.61403,4.63138,4.51735,4.56568,1015637.2463557
2002-12-09,4.54814,4.58323,4.48684,4.5349,652541.04114942
2002-12-10,4.5001,4.5001,4.32496,4.33812,2293643.794314
2002-12-11,4.37301,4.43442,4.24183,4.27692,592657.67497597
2002-12-12,4.33812,4.37301,4.32496,4.37301,1227463.7324106
2002-12-13,4.35547,4.46958,4.32496,4.42125,732348.46786594
2002-12-16,4.42125,4.5001,4.38617,4.38617,1647227.3432941
2002-12-17,4.48684,4.48684,4.42125,4.42125,1870130.3273398
2002-12-18,4.40391,4.43442,4.22429,4.25928,2080717.0008356
2002-12-19,4.25928,4.30733,4.16298,4.24183,2179574.7454033
2002-12-20,4.21122,4.24183,4.17614,4.19378,1644222.2138677
2002-12-23,4.22429,4.33812,4.22429,4.33812,656809.05917257
2002-12-27,4.33812,4.43442,4.33812,4.42125,876807.60922808
2002-12-30,4.42125,4.45185,4.37301,4.38617,116572.79897739
2002-12-31,4.40391,4.40391,4.37301,4.37301,285857.56102568
2003-01-02,4.38617,4.40391,4.30733,4.37301,358435.89454595
2003-01-03,4.51735,4.54814,4.42125,4.5001,3838000.2603404
2003-01-06,4.5349,4.54814,4.42125,4.5001,774847.18653
2003-01-07,4.51735,4.54814,4.46958,4.5349,1818395.9491295
2003-01-08,4.48684,4.54814,4.45185,4.46958,2228839.9876032
2003-01-09,4.45185,4.48684,4.42125,4.48684,1243989.3219792
2003-01-10,4.5001,4.63138,4.5001,4.56568,3163456.217453
2003-01-13,4.61403,4.67962,4.56568,4.64892,2278492.2778863
2003-01-14,4.63138,4.66197,4.56568,4.58323,1255059.5265053
2003-01-15,4.59647,4.67962,4.59647,4.63138,1124972.5608505
2003-01-16,4.61403,4.61403,4.48684,4.59647,1537653.926049
2003-01-17,4.54814,4.56568,4.5001,4.51735,476793.93969572
2003-01-20,4.5349,4.54814,4.5001,4.51735,337683.19447515
2003-01-21,4.56568,4.59647,4.51735,4.54814,1136439.2536568
2003-01-22,4.5349,4.54814,4.5001,4.5349,1153845.9282929
2003-01-23,4.56568,4.71002,4.54814,4.61403,2514872.7167316
2003-01-24,4.61403,4.66197,4.48684,4.48684,1517724.6209519
2003-01-27,4.40391,4.43442,4.30733,4.35547,1235573.9106743
2003-01-28,4.30733,4.37301,4.27692,4.30733,1037498.6451364
2003-01-29,4.22429,4.32496,4.19378,4.32496,1204744.3246
2003-01-30,4.33812,4.33812,4.28988,4.28988,240351.61511356
2003-01-31,4.25928,4.40391,4.25928,4.40391,557961.80371281
2003-02-03,4.40391,4.48684,4.38617,4.48684,1200485.746774
2003-02-04,4.43442,4.46958,4.32496,4.37301,1042936.1986955
2003-02-05,4.30733,4.38617,4.30733,4.35547,346378.66496223
2003-02-06,4.30733,4.35547,4.16298,4.17614,1470097.7774132
2003-02-07,4.14544,4.17614,4.06222,4.11036,1002264.6826356
2003-02-10,4.11036,4.19378,4.11036,4.19378,2502227.0481921
2003-02-11,4.21122,4.25928,4.16298,4.21122,758678.22663153
2003-02-12,4.19378,4.19378,4.128,4.14544,178496.2966463
2003-02-13,4.128,4.24183,4.11036,4.24183,1645986.4818242
2003-02-14,4.22429,4.24183,4.19378,4.21122,579975.29455869
2003-02-17,4.32496,4.32496,4.27692,4.28988,1029772.3682235
2003-02-18,4.27692,4.28988,4.24183,4.24183,909137.13773867
2003-02-19,4.22429,4.25928,4.06222,4.17614,1724513.1884605
2003-02-20,4.19378,4.22429,4.14544,4.17614,795018.79002059
2003-02-21,4.19378,4.25928,4.16298,4.21122,537664.33092687
2003-02-24,4.19378,4.25928,4.17614,4.17614,444928.02975634
2003-02-25,4.16298,4.17614,3.98356,3.98356,1367074.8080802
2003-02-26,4.01416,4.03181,3.91778,3.96592,592475.16449772
2003-02-27,4.0011,4.04916,3.98356,4.04916,295529.56746252
2003-02-28,4.0011,4.04916,4.0011,4.04916,163935.31699592
2003-03-03,4.03181,4.06222,4.01416,4.04916,237834.22920657
2003-03-04,4.0011,4.0011,3.86973,3.91778,878833.05597241
2003-03-05,3.8521,3.90033,3.7254,3.75589,1486274.0796872
2003-03-06,3.75589,3.82159,3.67705,3.67705,1111242.3185494
2003-03-07,3.70765,3.77334,3.67705,3.75589,861199.81660471
2003-03-10,3.82159,3.88709,3.77334,3.88709,1002846.8281266
2003-03-11,3.86973,3.88709,3.75589,3.82159,1586249.963162
2003-03-12,3.82159,3.86973,3.77334,3.83912,875013.97176934
2003-03-13,3.8521,4.01416,3.8521,3.98356,1934735.8899105
2003-03-14,4.04916,4.06222,4.0011,4.06222,1153186.1634031
2003-03-17,4.01416,4.03181,3.93532,4.01416,1425983.7361255
2003-03-18,4.07975,4.19378,4.07975,4.14544,2030214.0438981
2003-03-19,4.11036,4.21122,4.11036,4.16298,749170.89918944
2003-03-20,4.17614,4.21122,4.0974,4.0974,246757.31333607
2003-03-21,4.17614,4.24183,4.14544,4.24183,1065238.1400099
2003-03-24,4.22429,4.27692,4.19378,4.25928,442089.6771462
2003-03-25,4.21122,4.24183,4.16298,4.21122,2718754.7524283
2003-03-26,4.24183,4.24183,4.11036,4.14544,341774.99548482
2003-03-27,4.14544,4.14544,4.01416,4.03181,604628.89387453
2003-03-28,4.03181,4.06222,3.95276,4.01416,1489385.1491039
2003-03-31,3.95276,3.95276,3.86973,3.91778,863479.09976133
2003-04-01,3.95276,3.98356,3.91778,3.91778,1449907.2935283
2003-04-02,4.0011,4.01416,3.95276,3.96592,760130.96808202
2003-04-03,4.01416,4.14544,4.0011,4.07975,1878592.9396305
2003-04-04,4.07975,4.16298,4.06222,4.128,3092699.8419829
2003-04-07,4.21122,4.27692,4.21122,4.24183,1259325.4467068
2003-04-08,4.22429,4.25928,4.17614,4.19378,712080.36458225
2003-04-09,4.19378,4.19378,4.07975,4.14544,1328519.9940038
2003-04-10,4.14544,4.14544,4.0974,4.0974,483383.19730728
2003-04-11,4.11036,4.14544,4.07975,4.11036,383608.70470511
2003-04-14,4.11036,4.11036,3.96592,4.0011,1691350.824779
2003-04-15,4.03181,4.06222,3.98356,4.01416,640842.53905746
2003-04-16,4.03181,4.06222,3.8521,3.8521,1399765.1619041
2003-04-17,3.8521,3.88709,3.79089,3.8521,1428713.002013
2003-04-22,3.86973,3.91778,3.83912,3.88709,309506.30380031
2003-04-23,3.93532,3.95276,3.83912,3.88709,665043.00891004
2003-04-24,3.8521,3.86973,3.73845,3.73845,1512266.0891769
2003-04-25,3.77334,3.79089,3.67705,3.69021,1081117.600529
2003-04-28,3.70765,3.80395,3.69021,3.75589,1026822.8310691
2003-04-29,3.80395,3.82159,3.69021,3.75589,1674937.4686654
2003-04-30,3.75589,3.79089,3.67705,3.73845,824342.14019391
2003-05-02,3.75589,3.82159,3.7254,3.82159,911491.9424725
2003-05-05,3.86973,3.93532,3.86973,3.90033,1008053.6213109
2003-05-06,3.91778,4.0011,3.88709,3.96592,1710143.1105747
2003-05-07,3.93532,3.95276,3.86973,3.88709,1162302.2471188
2003-05-08,3.90033,3.98356,3.83912,3.88709,2543324.4220346
2003-05-09,3.91778,4.07975,3.91778,4.04916,3103483.693862
2003-05-12,4.06222,4.14544,4.03181,4.11036,1231406.5880874
2003-05-13,4.07975,4.14544,4.06222,4.11036,878259.30176778
2003-05-14,4.11036,4.27692,4.11036,4.27692,4133885.4085623
2003-05-15,4.25928,4.28988,4.19378,4.28988,1362772.1760008
2003-05-16,4.27692,4.32496,4.25928,4.27692,435601.11497092
2003-05-19,4.25928,4.30733,4.21122,4.30733,603050.28312869
2003-05-20,4.25928,4.33812,4.11036,4.11036,2403543.4228163
2003-05-21,4.11036,4.22429,4.06222,4.21122,811771.99323165
2003-05-22,4.21122,4.30733,4.21122,4.27692,1177793.610644
2003-05-23,4.27692,4.33812,4.24183,4.28988,1381426.0055717
2003-05-26,4.24183,4.28988,4.22429,4.22429,709158.09910854
2003-05-27,4.19378,4.21122,4.16298,4.16298,191168.18795564
2003-05-28,4.24183,4.33812,4.22429,4.33812,1874757.0728547
2003-05-29,4.32496,4.40391,4.30733,4.37301,1785052.1238806
2003-05-30,4.33812,4.43442,4.30733,4.40391,1404940.4877646
2003-06-02,4.46958,4.46958,4.33812,4.35547,1478323.3358643
2003-06-03,4.37301,4.38617,4.32496,4.38617,324635.79310136
2003-06-04,4.37301,4.5001,4.37301,4.48684,1169890.0678068
2003-06-05,4.48684,4.51735,4.43442,4.43442,1185390.8715292
2003-06-06,4.46958,4.5349,4.46958,4.5001,785791.52176066
2003-06-09,4.48684,4.5001,4.43442,4.5001,739444.34939129
2003-06-10,4.45185,4.48684,4.38617,4.38617,456992.60171561
2003-06-11,4.38617,4.40391,4.33812,4.38617,590561.9512084
2003-06-12,4.40391,4.54814,4.40391,4.5001,1443227.8295884
2003-06-13,4.51735,4.56568,4.48684,4.5349,276363.86942392
2003-06-16,4.5001,4.5349,4.46958,4.5349,1698291.4675068
2003-06-17,4.5349,4.58323,4.5349,4.54814,576107.96045907
2003-06-18,4.56568,4.79325,4.56568,4.69716,3150471.7507269
2003-06-20,4.67962,4.74521,4.67962,4.67962,989354.68857587
2003-06-23,4.66197,4.74521,4.66197,4.69716,523787.24111455
2003-06-24,4.63138,4.67962,4.56568,4.63138,1579792.8683105
2003-06-25,4.66197,4.75826,4.66197,4.75826,1655775.96627
2003-06-26,4.74521,4.77582,4.71002,4.74521,727720.67344025
2003-06-27,4.74521,4.75826,4.64892,4.64892,285476.80640725
2003-06-30,4.64892,4.71002,4.63138,4.64892,752591.39729057
2003-07-01,4.61403,4.63138,4.48684,4.48684,2574991.038923
2003-07-02,4.5001,4.58323,4.46958,4.48684,1487217.0504915
2003-07-03,4.5349,4.5349,4.45185,4.48684,1378876.10343
2003-07-04,4.48684,4.51735,4.40391,4.51735,2128292.4477454
2003-07-07,4.56568,4.67962,4.45185,4.59647,2663310.3767375
2003-07-08,4.56568,4.67962,4.46958,4.5349,2728241.1016545
2003-07-09,4.5349,4.61403,4.5001,4.58323,1340401.006574
2003-07-10,4.63138,4.74521,4.58323,4.71002,4718948.9693855
2003-07-11,4.72757,4.74521,4.63138,4.66197,894091.56130119
2003-07-14,4.69716,4.72757,4.64892,4.66197,2126792.5053091
2003-07-15,4.69716,4.72757,4.64892,4.71002,1569276.488684
2003-07-16,4.71002,4.82395,4.71002,4.8108,1298948.0519721
2003-07-17,4.79325,5.08222,4.79325,4.98584,3181098.8970179
2003-07-18,4.98584,5.06907,4.97268,5.03417,1329501.7745075
2003-07-21,5.05173,5.1827,5.02101,5.14792,1220470.6441431
2003-07-22,5.14792,5.14792,5.02101,5.06907,1071028.1275959
2003-07-23,5.06907,5.06907,4.93769,4.95523,1617404.7115826
2003-07-24,4.95523,4.98584,4.8722,4.98584,1119950.375966
2003-07-25,4.97268,5.13495,4.92034,5.13495,1487839.0545927
2003-07-28,5.16535,5.56806,5.16535,5.50696,2494483.9887065
2003-07-29,5.60315,5.74758,5.53755,5.65129,1823014.303358
2003-07-30,5.63375,5.68199,5.52001,5.53755,2058365.7607138
2003-07-31,5.53755,5.56806,5.44127,5.53755,1229511.2062816
2003-08-01,5.50696,5.56806,5.45871,5.50696,1140758.6683089
2003-08-04,5.47187,5.50696,5.44127,5.47187,329998.87399405
2003-08-05,5.4894,5.4894,5.30999,5.42373,1014947.0630529
2003-08-06,5.34498,5.35804,5.29683,5.30999,1200130.1660146
2003-08-07,5.29683,5.42373,5.21359,5.42373,1666512.6171633
2003-08-08,5.47187,5.555,5.42373,5.42373,1294012.9266836
2003-08-11,5.42373,5.52001,5.42373,5.4894,934062.4049503
2003-08-12,5.53755,5.71708,5.52001,5.66883,2527299.162915
2003-08-13,5.66883,5.71708,5.65129,5.69953,4230183.8107912
2003-08-14,5.68199,5.95779,5.68199,5.90956,2371051.3131325
2003-08-18,5.92691,5.95779,5.74758,5.90956,1882165.5297969
2003-08-19,5.92691,6.15467,5.90956,6.15467,2143533.1215907
2003-08-20,6.15467,6.21598,6.00586,6.15467,2579569.5345413
2003-08-21,6.15467,6.25107,6.13732,6.25107,1865713.3639839
2003-08-22,6.26421,6.96017,6.26421,6.6406,5062634.0314272
2003-08-25,6.60561,6.86379,6.53992,6.53992,2696713.9899018
2003-08-26,6.60561,6.96017,6.60561,6.6406,4284021.2551447
2003-08-27,6.702,6.89886,6.41294,6.46119,6826866.3249461
2003-08-28,6.53992,6.53992,6.26421,6.3299,4105287.9046588
2003-08-29,6.37795,6.702,6.37795,6.67111,3503164.8586725
2003-09-01,6.80259,7.02577,6.73689,6.99525,1717047.0414247
2003-09-02,7.12214,7.12214,6.83319,6.92948,3566482.3587874
2003-09-03,6.99525,7.15723,6.92948,7.02577,4335403.199328
